"","NR_Name","NR_ID","sex","generation","father","mother","foster","gestational_diet","nursing_diet","weanling_diet","majority_diet","overall_diet","birth_date","death_date","litter_size","litter_order","notes","rbg100","rbg120","rbg140","rbg200","rbg300"
"1","G11T1259F",1273,"F",11,"T935M","T1046F",NA,"Rod","Rod","Rod","Rod","Rod",2021-04-23,2021-06-22,6,1,NA,NA,NA,NA,NA,NA
"2","G11T1260F",1274,"F",11,"T935M","T1046F",NA,"Rod","Rod","Rod","Rod","Rod",2021-04-23,2021-06-21,6,1,NA,NA,NA,NA,NA,NA
"3","G11T1263M",1277,"M",11,"T1027M","T1056F",NA,"Rod","Rod","Rod","Rod","Rod",2021-04-22,2021-06-22,5,1,NA,NA,NA,NA,NA,NA
"4","G14T1857M",2021,"M",14,"T1314M","T1459F",NA,"Rod","Rod","Rab","Rab","Rab",2022-02-25,2023-05-10,1,2,"Given to Michigan Uni, death date = day it was given",NA,NA,NA,NA,NA
"5","G18T2341F",2405,"F",18,"T2220M","T2253F",NA,"Rod","Rod","","Rab","Rab",2024-10-06,NA,1,1,"confusion readings wk 8 and 12",NA,NA,NA,NA,NA
"6","G2T10F",302,"F",2,"T44M","T19F",NA,"Rab","Rab","Rab","Rab","Rab",2015-09-05,2016-04-16,5,1,NA,NA,NA,NA,NA,NA
"7","G2T11F",303,"F",2,"T44M","T19F",NA,"Rab","Rab","Rab","Rab","Rab",2015-09-05,2016-04-16,5,1,NA,NA,NA,NA,NA,NA
"8","G2T12F",304,"F",2,"T44M","T19F",NA,"Rab","Rab","Rab","Rab","Rab",2015-09-05,2015-12-09,5,1,NA,NA,NA,NA,NA,NA
"9","G2T13M",434,"M",2,"T33M","T40F",NA,"Rod","Rod","Rod","Rod","Rod",2015-10-02,2016-03-16,3,1,"onset at 24wks",16,20,20,20,24
"10","G2T14F",435,"F",2,"T33M","T40F",NA,"Rod","Rod","Rod","Rod","Rod",2015-10-02,2017-04-05,3,1,"onset at 48wks",20,28,28,44,48
"11","G2T15F",436,"F",2,"T33M","T40F",NA,"Rod","Rod","Rod","Rod","Rod",2015-10-02,2016-08-19,3,1,"onset at 32wks",16,28,32,32,32
"12","G2T16F",470,"F",2,"T24M","T38F",NA,"Rod","Rod","Rod","Rod","Rod",2015-10-08,2016-10-19,6,2,"onset at 48wks",24,24,36,36,48
"13","G2T17F",353,"F",2,"T53M","T60F",NA,"Rod","Rod","Rod","Rod","Rod",2015-09-15,2017-03-21,4,1,"onset at 56wks",24,24,48,56,56
"14","G2T17M",471,"M",2,"T17M","T73F",NA,"Rab","Rab","Rab","Rab","Rab",2015-10-10,2016-08-24,5,1,NA,NA,NA,NA,NA,NA
"15","G2T18F",354,"F",2,"T53M","T60F",NA,"Rod","Rod","Rod","Rod","Rod",2015-09-15,2017-03-21,4,1,"onset at 28wks",24,24,24,24,28
"16","G2T18M",472,"M",2,"T17M","T73F",NA,"Rab","Rab","Rab","Rab","Rab",2015-10-10,2016-02-16,5,1,NA,NA,NA,NA,NA,NA
"17","G2T19F",510,"F",2,"T57M","T56F",NA,"Rod","Rod","Rod","Rod","Rod",2015-10-13,2016-08-02,4,2,"onset at 40wks",24,24,24,32,40
"18","G2T19M",473,"M",2,"T17M","T73F",NA,"Rab","Rab","Rab","Rab","Rab",2015-10-10,2016-08-24,5,1,NA,NA,NA,NA,NA,NA
"19","G2T1M",444,"M",2,"T2M","T43F",NA,"Rod","Rod","Rod","Rod","Rod",2015-10-05,2016-08-19,6,2,"onset at 36wks",36,36,36,36,36
"20","G2T20M",474,"M",2,"T17M","T73F",NA,"Rab","Rab","Rab","Rab","Rab",2015-10-10,2017-04-13,5,1,NA,36,36,NA,NA,NA
"21","G2T21F",475,"F",2,"T17M","T73F",NA,"Rab","Rab","Rab","Rab","Rab",2015-10-10,2017-04-13,5,1,NA,NA,NA,NA,NA,NA
"22","G2T22M",420,"M",2,"T89M","T74F",NA,"Rab","Rab","Rab","Rab","Rab",2015-10-01,2017-04-05,5,1,NA,48,48,NA,NA,NA
"23","G2T23M",421,"M",2,"T89M","T74F",NA,"Rab","Rab","Rab","Rab","Rab",2015-10-01,2016-02-27,5,1,NA,NA,NA,NA,NA,NA
"24","G2T24F",422,"F",2,"T89M","T74F",NA,"Rab","Rab","Rab","Rab","Rab",2015-10-01,2017-04-05,5,1,NA,28,NA,NA,NA,NA
"25","G2T25F",423,"F",2,"T89M","T74F",NA,"Rab","Rab","Rab","Rab","Rab",2015-10-01,2017-04-05,5,1,NA,NA,NA,NA,NA,NA
"26","G2T26F",424,"F",2,"T89M","T74F",NA,"Rab","Rab","Rab","Rab","Rab",2015-10-01,2017-04-05,5,1,NA,40,NA,NA,NA,NA
"27","G2T27M",450,"M",2,"T7M","T76F",NA,"Rab","Rab","Rab","Rab","Rab",2015-10-06,2015-12-22,4,1,NA,NA,NA,NA,NA,NA
"28","G2T28F",451,"F",2,"T7M","T76F",NA,"Rab","Rab","Rab","Rab","Rab",2015-10-06,2017-04-12,4,1,"unusually high RBG at 28wks",28,28,NA,NA,NA
"29","G2T29F",452,"F",2,"T7M","T76F",NA,"Rab","Rab","Rab","Rab","Rab",2015-10-06,2017-04-12,4,1,NA,NA,NA,NA,NA,NA
"30","G2T2M",445,"M",2,"T2M","T43F",NA,"Rod","Rod","Rod","Rod","Rod",2015-10-05,2017-04-12,6,2,"onset at 28wks; RBG 600 at 28 wks then stayed lower for several months",8,28,28,28,28
"31","G2T30M",453,"M",2,"T7M","T76F",NA,"Rab","Rab","Rab","Rab","Rab",2015-10-06,2017-04-13,4,1,NA,NA,NA,NA,NA,NA
"32","G2T31M",531,"M",2,"T45M","T9F",NA,"Rab","Rab","Rab","Rab","Rab",2015-10-10,2017-04-26,2,1,"DOB initially written as 10/20/15; unusual high RBG at 56 wks; suspect diet mistake",56,56,56,NA,NA
"33","G2T32F",532,"F",2,"T45M","T9F",NA,"Rab","Rab","Rab","Rab","Rab",2015-10-10,2016-10-07,2,1,"DOB initially written as 10/20/15; housed with 157&159",NA,NA,NA,NA,NA
"34","G2T33M",511,"M",2,"T54M","T61F",NA,"Rod","Rod","Rod","Rod","Rod",2015-10-15,2016-09-06,5,2,"onset at 24wks",8,8,8,8,24
"35","G2T34M",512,"M",2,"T54M","T61F",NA,"Rod","Rod","Rod","Rod","Rod",2015-10-15,2016-09-06,5,2,"onset at 28wks",12,12,12,28,28
"36","G2T35M",513,"M",2,"T54M","T61F",NA,"Rod","Rod","Rod","Rod","Rod",2015-10-15,2016-07-28,5,2,"onset at 24wks",8,12,12,12,24
"37","G2T36F",514,"F",2,"T54M","T61F",NA,"Rod","Rod","Rod","Rod","Rod",2015-10-15,2017-04-19,5,2,"onset at 72wks",28,56,56,56,72
"38","G2T37F",515,"F",2,"T54M","T61F",NA,"Rod","Rod","Rod","Rod","Rod",2015-10-15,2016-09-06,5,2,"onset >40wks",32,36,36,36,NA
"39","G2T3M",446,"M",2,"T2M","T43F",NA,"Rod","Rod","Rod","Rod","Rod",2015-10-05,2016-12-05,6,2,"onset at 28wks",20,20,20,20,28
"40","G2T4F",447,"F",2,"T2M","T43F",NA,"Rod","Rod","Rod","Rod","Rod",2015-10-05,2017-04-12,6,2,"onset at 48wks",16,44,44,44,48
"41","G2T5F",448,"F",2,"T2M","T43F",NA,"Rod","Rod","Rod","Rod","Rod",2015-10-05,2017-04-12,6,2,"onset at 44wks",24,24,24,44,44
"42","G2T6F",449,"F",2,"T2M","T43F",NA,"Rod","Rod","Rod","Rod","Rod",2015-10-05,2017-02-18,6,2,"onset at 68wks",20,44,56,56,68
"43","G2T7M",415,"M",2,"T90M","T49F",NA,"Rab","Rab","Rab","Rab","Rab",2015-09-24,2016-01-22,7,1,NA,NA,NA,NA,NA,NA
"44","G2T8M",300,"M",2,"T44M","T19F",NA,"Rab","Rab","Rab","Rab","Rab",2015-09-05,2016-04-16,5,1,NA,NA,NA,NA,NA,NA
"45","G2T9M",301,"M",2,"T44M","T19F",NA,"Rab","Rab","Rab","Rab","Rab",2015-09-05,2016-04-16,5,1,NA,NA,NA,NA,NA,NA
"46","T1000F",1092,"F",11,"T930M","T900F","T902F","Rab","Rod","Rod","Rod","Rod",2020-11-01,2020-12-27,5,2,NA,NA,NA,NA,NA,NA
"47","T1001M",1093,"M",11,"T928M","T902F","T900F","Rod","Rab","Rod","Rod","Rod",2020-11-01,2021-06-23,5,1,"onset at 28wks; actual DOB 10/31/20",28,28,28,28,28
"48","T1002M",1094,"M",11,"T928M","T902F","T900F","Rod","Rab","Rod","Rod","Rod",2020-11-01,2021-08-08,5,1,"onset >40wks; actual DOB 10/31/20",NA,NA,NA,NA,NA
"49","T1003F",1095,"F",11,"T928M","T902F","T900F","Rod","Rab","Rod","Rod","Rod",2020-11-01,2021-03-04,5,1,"onset >16wks; actual DOB 10/31/20",NA,NA,NA,NA,NA
"50","T1004F",1096,"F",11,"T928M","T902F","T900F","Rod","Rab","Rod","Rod","Rod",2020-11-01,2021-03-04,5,1,"onset >16wks; actual DOB 10/31/20",NA,NA,NA,NA,NA
"51","T1005F",1097,"F",11,"T928M","T902F","T900F","Rod","Rab","Rod","Rod","Rod",2020-11-01,2021-01-08,5,1,"onset >8wks; actual DOB 10/31/20",NA,NA,NA,NA,NA
"52","T1006M",1025,"M",10,"T912M","T859F",NA,"Rab","Rab","Rod","Rod","Rod",2020-11-09,2021-04-28,6,2,"onset >24wks; 4wk reading taken 1d late",NA,NA,NA,NA,NA
"53","T1007F",1026,"F",10,"T912M","T859F",NA,"Rab","Rab","Rod","Rod","Rod",2020-11-09,2021-01-08,6,2,"4wk reading 1d late; onset >4wks",NA,NA,NA,NA,NA
"54","T1008F",1027,"F",10,"T912M","T859F",NA,"Rab","Rab","Rod","Rod","Rod",2020-11-09,2021-01-08,6,2,"4wk reading 1d late; onset >4wks",NA,NA,NA,NA,NA
"55","T1009F",1028,"F",10,"T912M","T859F",NA,"Rab","Rab","Rod","Rod","Rod",2020-11-09,2021-01-08,6,2,"4wk reading 1d late; onset >4wks",NA,NA,NA,NA,NA
"56","T100M",257,"M",1,"5346M","5365F",NA,"Rod","Rod","Rod","Rod","Rod",2015-07-20,2016-11-02,6,2,"onset at 28wks but went down after",20,20,24,28,28
"57","T1010F",1029,"F",10,"T912M","T859F",NA,"Rab","Rab","Rod","Rod","Rod",2020-11-09,2021-01-08,6,2,"4wk reading 1d late; onset >4wks",NA,NA,NA,NA,NA
"58","T1011F",1030,"F",10,"T912M","T859F",NA,"Rab","Rab","Rod","Rod","Rod",2020-11-09,2021-01-08,6,2,"4wk reading 1d late; onset >4wks",NA,NA,NA,NA,NA
"59","T1012M",1031,"M",10,"T906M","T862F",NA,"Rab","Rab","Rod","Rod","Rod",2020-11-22,2021-04-28,5,2,"onset >20wks; 4wk reading 1d early",NA,NA,NA,NA,NA
"60","T1013M",1032,"M",10,"T906M","T862F",NA,"Rab","Rab","Rod","Rod","Rod",2020-11-22,2021-06-08,5,2,"onset at 28wks; 4wk reading 1d early",24,24,24,24,28
"61","T1014M",1033,"M",10,"T906M","T862F",NA,"Rab","Rab","Rod","Rod","Rod",2020-11-22,2021-08-20,5,2,"onset >40wks; 4wk reading 1d early",NA,NA,NA,NA,NA
"62","T1015M",1034,"M",10,"T906M","T862F",NA,"Rab","Rab","Rod","Rod","Rod",2020-11-22,2021-07-07,5,2,"onset >32wks; euthanized for humane reasons; 4wk reading 1d early",20,20,20,NA,NA
"63","T1016F",1035,"F",10,"T906M","T862F",NA,"Rab","Rab","Rod","Rod","Rod",2020-11-22,2021-08-17,5,2,"4wk reading 1d early; onset >36wks",NA,NA,NA,NA,NA
"64","T1017M",1036,"M",10,"T927M","T932F",NA,"Rab","Rab","Rod","Rod","Rod",2020-11-26,2021-08-20,6,1,"onset >40wks",40,NA,NA,NA,NA
"65","T1018M",1037,"M",10,"T927M","T932F",NA,"Rab","Rab","Rod","Rod","Rod",2020-11-26,2021-04-28,6,1,"onset >20wks",NA,NA,NA,NA,NA
"66","T1019M",1038,"M",10,"T927M","T932F",NA,"Rab","Rab","Rod","Rod","Rod",2020-11-26,2021-06-18,6,1,"onset >28wks; ambiguous date of death",NA,NA,NA,NA,NA
"67","T101M",258,"M",1,"5346M","5365F",NA,"Rod","Rod","Rod","Rod","Rod",2015-07-20,2016-04-25,6,2,"onset at 20wks",8,12,12,12,20
"68","T1020M",1039,"M",10,"T927M","T932F",NA,"Rab","Rab","Rod","Rod","Rod",2020-11-26,2021-08-17,6,1,"onset >40wks",28,28,28,NA,NA
"69","T1021M",1040,"M",10,"T927M","T932F",NA,"Rab","Rab","Rod","Rod","Rod",2020-11-26,2021-08-17,6,1,"onset >40wks",NA,NA,NA,NA,NA
"70","T1022F",1041,"F",10,"T927M","T932F",NA,"Rab","Rab","Rod","Rod","Rod",2020-11-26,2021-05-22,6,1,"onset >24wks",20,NA,NA,NA,NA
"71","T1023M",1098,"M",11,"T928M","T902F",NA,"Rod","Rod","Rab","Rab","Rab",2020-11-28,2021-02-27,3,2,NA,NA,NA,NA,NA,NA
"72","T1024M",1099,"M",11,"T928M","T902F",NA,"Rod","Rod","Rab","Rab","Rab",2020-11-28,2021-08-02,3,2,NA,NA,NA,NA,NA,NA
"73","T1025F",1100,"F",11,"T928M","T902F",NA,"Rod","Rod","Rab","Rab","Rab",2020-11-28,2021-08-24,3,2,NA,NA,NA,NA,NA,NA
"74","T1026M",1042,"M",10,"T873M","T908F",NA,"Rab","Rab","Rod","Rod","Rod",2020-11-27,2021-08-17,5,1,"onset >40wks",NA,NA,NA,NA,NA
"75","T1027M",1043,"M",10,"T873M","T908F",NA,"Rab","Rab","Rod","Rod","Rod",2020-11-27,2021-08-30,5,1,"onset >40wks",NA,NA,NA,NA,NA
"76","T1028M",1044,"M",10,"T873M","T908F",NA,"Rab","Rab","Rod","Rod","Rod",2020-11-27,2021-04-28,5,1,"onset >20wk",NA,NA,NA,NA,NA
"77","T1029F",1045,"F",10,"T873M","T908F",NA,"Rab","Rab","Rod","Rod","Rod",2020-11-27,2021-03-31,5,1,NA,NA,NA,NA,NA,NA
"78","T102M",259,"M",1,"5346M","5365F",NA,"Rod","Rod","Rod","Rod","Rod",2015-07-20,2016-09-01,6,2,"onset at 12wks; heaviest among brothers",12,12,12,12,12
"79","T1030F",1046,"F",10,"T873M","T908F",NA,"Rab","Rab","Rod","Rod","Rod",2020-11-27,2021-05-05,5,1,NA,NA,NA,NA,NA,NA
"80","T1031M",1101,"M",11,"T917M","T891F","T851F","Rod","Rab","Rod","Rod","Rod",2020-12-10,2021-09-09,5,2,"onset >40wks",NA,NA,NA,NA,NA
"81","T1032M",1102,"M",11,"T917M","T891F","T851F","Rod","Rab","Rod","Rod","Rod",2020-12-10,2021-09-09,5,2,"onset >40wks, probably 44wks?",8,32,32,36,NA
"82","T1033F",1103,"F",11,"T917M","T891F","T851F","Rod","Rab","Rod","Rod","Rod",2020-12-10,2021-05-05,5,2,"onset >20wks",NA,NA,NA,NA,NA
"83","T1034F",1104,"F",11,"T917M","T891F","T851F","Rod","Rab","Rod","Rod","Rod",2020-12-10,2021-05-05,5,2,"onset >20wks",NA,NA,NA,NA,NA
"84","T1035F",1105,"F",11,"T917M","T891F","T851F","Rod","Rab","Rod","Rod","Rod",2020-12-10,2021-05-20,5,2,"onset >20wks",NA,NA,NA,NA,NA
"85","T1036M",1047,"M",10,"T912M","T851F","T891F","Rab","Rod","Rod","Rod","Rod",2020-12-10,2021-05-05,5,2,"onset at 20wks",8,8,8,8,20
"86","T1037M",1048,"M",10,"T912M","T851F","T891F","Rab","Rod","Rod","Rod","Rod",2020-12-10,2021-04-28,5,2,"onset at 12wks; Change to Rabbit diet 04/01",8,8,8,8,12
"87","T1038F",1049,"F",10,"T912M","T851F","T891F","Rab","Rod","Rab","Rab","Rab",2020-12-10,2021-06-01,5,2,NA,NA,NA,NA,NA,NA
"88","T1039F",1050,"F",10,"T912M","T851F","T891F","Rab","Rod","Rab","Rab","Rab",2020-12-10,2021-04-28,5,2,NA,NA,NA,NA,NA,NA
"89","T103M",260,"M",1,"5346M","5365F",NA,"Rod","Rod","Rod","Rod","Rod",2015-07-20,2016-04-15,6,2,"onset >36wks",8,16,36,36,NA
"90","T1040F",1051,"F",10,"T912M","T851F","T891F","Rab","Rod","Rab","Rab","Rab",2020-12-10,2021-08-02,5,2,NA,NA,NA,NA,NA,NA
"91","T1041F",1052,"F",10,"T928M","T874F",NA,"Rod","Rod","Rab","Rab","Rab",2020-12-12,2021-03-28,1,2,NA,NA,NA,NA,NA,NA
"92","T1042M",1053,"M",10,"T930M","T921F",NA,"Rab","Rab","Rod","Rod","Rod",2020-12-21,2021-04-28,6,2,"onset >16wks; 4wk reading 2d late",NA,NA,NA,NA,NA
"93","T1043M",1054,"M",10,"T930M","T921F",NA,"Rab","Rab","Rod","Rod","Rod",2020-12-21,2021-07-04,6,2,"onset >24wks; 4wk reading 2d late; ambiguous date of death",NA,NA,NA,NA,NA
"94","T1044M",1055,"M",10,"T930M","T921F",NA,"Rab","Rab","Rod","Rod","Rod",2020-12-21,2021-07-04,6,2,"onset >24wks; 4wk reading 2d late; ambiguous date of death",NA,NA,NA,NA,NA
"95","T1045F",1056,"F",10,"T930M","T921F",NA,"Rab","Rab","Rod","Rod","Rod",2020-12-21,2021-06-22,6,2,"4wk reading 2d late; onset >24wks",NA,NA,NA,NA,NA
"96","T1046F",1057,"F",10,"T930M","T921F",NA,"Rab","Rab","Rod","Rod","Rod",2020-12-21,2021-05-24,6,2,"4wk reading 2d late; onset >20wks",NA,NA,NA,NA,NA
"97","T1047F",1058,"F",10,"T930M","T921F",NA,"Rab","Rab","Rod","Rod","Rod",2020-12-21,2021-04-27,6,2,"4wk reading 2d late; onset >16wks",NA,NA,NA,NA,NA
"98","T1048M",1059,"M",10,"T906M","T923F",NA,"Rod","Rod","Rab","Rab","Rab",2020-12-22,2021-09-09,7,2,"4wk reading 1d late",NA,NA,NA,NA,NA
"99","T1049M",1060,"M",10,"T906M","T923F",NA,"Rod","Rod","Rab","Rab","Rab",2020-12-22,2021-03-26,7,2,"aggressive; unsuitable for breeding; 4wk reading 1d late",NA,NA,NA,NA,NA
"100","T104M",261,"M",1,"5346M","5365F",NA,"Rod","Rod","Rod","Rod","Rod",2015-07-20,2016-07-25,6,2,"onset at 20wks but went down after",12,12,12,16,20
"101","T1050M",1061,"M",10,"T906M","T923F",NA,"Rod","Rod","Rab","Rab","Rab",2020-12-22,2021-09-09,7,2,"4wk reading 1d late",NA,NA,NA,NA,NA
"102","T1051F",1062,"F",10,"T906M","T923F",NA,"Rod","Rod","Rab","Rab","Rab",2020-12-22,2021-11-03,7,2,"4wk reading 1d late",NA,NA,NA,NA,NA
"103","T1052F",1063,"F",10,"T906M","T923F",NA,"Rod","Rod","Rab","Rab","Rab",2020-12-22,2021-04-21,7,2,"4wk reading 1d late",NA,NA,NA,NA,NA
"104","T1053F",1064,"F",10,"T906M","T923F",NA,"Rod","Rod","Rab","Rab","Rab",2020-12-22,2021-08-10,7,2,"4wk reading 1d late",NA,NA,NA,NA,NA
"105","T1054F",1065,"F",10,"T906M","T923F",NA,"Rod","Rod","Rab","Rab","Rab",2020-12-22,2021-10-27,7,2,"4wk reading 1d late",NA,NA,NA,NA,NA
"106","T1055M",1066,"M",10,"T905M","T929F","T931F","Rod","Rab","Rod","Rod","Rod",2020-12-24,2021-07-08,3,2,"onset >28wks, possibly 32wks; 4wk reading 1d late",24,24,24,24,24
"107","T1056F",1067,"F",10,"T905M","T929F","T931F","Rod","Rab","Rod","Rod","Rod",2020-12-24,2021-09-09,3,2,"4wk reading 1d late; onset >36wks",NA,NA,NA,NA,NA
"108","T1057F",1068,"F",10,"T905M","T929F","T931F","Rod","Rab","Rod","Rod","Rod",2020-12-24,2021-09-22,3,2,"4wk reading 1d late; onset >36wks",NA,NA,NA,NA,NA
"109","T1058M",1069,"M",10,"T927M","T931F","T929F","Rab","Rod","Rod","Rod","Rod",2020-12-24,2021-04-28,2,1,"onset at 8wks; 4wk reading 1d late; Change to Rab 03/18/21",8,8,8,8,8
"110","T1059F",1070,"F",10,"T927M","T931F","T929F","Rab","Rod","Rab","Rab","Rab",2020-12-24,2021-04-26,2,1,"4wk reading 1d late",NA,NA,NA,NA,NA
"111","T105F",262,"F",1,"5346M","5365F",NA,"Rod","Rod","Rod","Rod","Rod",2015-07-20,2016-11-02,6,2,"onset at 64wks",24,44,44,48,64
"112","T1060M",1106,"M",11,"T957M","T975F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-23,2021-04-22,6,1,"onset >12wks, possibly 16wks?",8,8,8,8,NA
"113","T1061M",1107,"M",11,"T957M","T975F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-23,2021-04-22,6,1,"onset at 12wks",8,8,8,8,12
"114","T1062M",1108,"M",11,"T957M","T975F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-23,2021-04-22,6,1,"onset at 8wks",8,8,8,8,8
"115","T1063M",1109,"M",11,"T957M","T975F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-23,2021-04-22,6,1,"onset >12wks",NA,NA,NA,NA,NA
"116","T1064F",1110,"F",11,"T957M","T975F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-23,2021-03-17,6,1,NA,NA,NA,NA,NA,NA
"117","T1065F",1111,"F",11,"T957M","T975F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-23,2021-03-21,6,1,NA,NA,NA,NA,NA,NA
"118","T1066M",1112,"M",11,"T935M","T960F",NA,"Rod","Rod","Rab","Rab","Rab",2021-01-23,2021-10-27,8,1,NA,NA,NA,NA,NA,NA
"119","T1067M",1113,"M",11,"T935M","T960F",NA,"Rod","Rod","Rab","Rab","Rab",2021-01-23,2021-04-28,8,1,NA,NA,NA,NA,NA,NA
"120","T1068M",1114,"M",11,"T935M","T960F",NA,"Rod","Rod","Rab","Rab","Rab",2021-01-23,2021-10-27,8,1,NA,NA,NA,NA,NA,NA
"121","T1069F",1115,"F",11,"T935M","T960F",NA,"Rod","Rod","Rab","Rab","Rab",2021-01-23,2021-06-30,8,1,NA,NA,NA,NA,NA,NA
"122","T106M",263,"M",1,"5394M","5366F",NA,"Rod","Rod","Rod","Rod","Rod",2015-07-20,2015-12-08,6,3,"onset >20wks",NA,NA,NA,NA,NA
"123","T1070F",1116,"F",11,"T935M","T960F",NA,"Rod","Rod","Rab","Rab","Rab",2021-01-23,2021-08-17,8,1,NA,NA,NA,NA,NA,NA
"124","T1071F",1117,"F",11,"T935M","T960F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-23,2021-03-16,8,1,NA,NA,NA,NA,NA,NA
"125","T1072F",1118,"F",11,"T935M","T960F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-23,2021-03-21,8,1,NA,NA,NA,NA,NA,NA
"126","T1073F",1119,"F",11,"T935M","T960F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-23,2021-03-22,8,1,NA,NA,NA,NA,NA,NA
"127","T1074M",1120,"M",11,"T956M","T977F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-23,2021-04-22,6,1,"onset at 8wks",8,8,8,8,8
"128","T1075M",1121,"M",11,"T956M","T977F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-23,2021-04-22,6,1,"onset at 8wks",8,8,8,8,8
"129","T1076M",1122,"M",11,"T956M","T977F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-23,2021-04-22,6,1,"onset at 8wks",8,8,8,8,8
"130","T1077F",1123,"F",11,"T956M","T977F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-23,2021-03-17,6,1,NA,NA,NA,NA,NA,NA
"131","T1078F",1124,"F",11,"T956M","T977F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-23,2021-03-16,6,1,NA,NA,NA,NA,NA,NA
"132","T1079F",1125,"F",11,"T956M","T977F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-23,2021-03-21,6,1,NA,NA,NA,NA,NA,NA
"133","T107M",264,"M",1,"5394M","5366F",NA,"Rod","Rod","Rod","Rod","Rod",2015-07-20,2015-12-08,6,3,"onset >20wks",NA,NA,NA,NA,NA
"134","T1080M",1126,"M",11,"T958M","T976F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-24,2021-04-22,5,1,"onset >12wks, >200 at 8 wks but dropped after",8,8,8,8,NA
"135","T1081M",1127,"M",11,"T958M","T976F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-24,2021-04-22,5,1,"onset at 8wks",8,8,8,8,8
"136","T1082M",1128,"M",11,"T958M","T976F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-24,2021-04-22,5,1,"onset at 8wks",8,8,8,8,8
"137","T1083F",1129,"F",11,"T958M","T976F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-24,2021-03-16,5,1,NA,NA,NA,NA,NA,NA
"138","T1084F",1130,"F",11,"T958M","T976F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-24,2021-03-22,5,1,NA,NA,NA,NA,NA,NA
"139","T1085M",1131,"M",11,"T934M","T961F",NA,"Rod","Rod","Rab","Rab","Rab",2021-01-25,2021-12-08,2,1,"4 sons",NA,NA,NA,NA,NA
"140","T1086F",1132,"F",11,"T934M","T961F",NA,"Rod","Rod","Rab","Rab","Rab",2021-01-25,2021-11-19,2,1,NA,NA,NA,NA,NA,NA
"141","T1087M",1415,"M",12,"T950M","T965F",NA,"Rab","Rab","Rod","Rod","Rod",2021-01-26,2021-04-28,3,1,NA,NA,NA,NA,NA,NA
"142","T1088M",1416,"M",12,"T950M","T965F",NA,"Rab","Rab","Rod","Rod","Rod",2021-01-26,2021-05-22,3,1,"resistant? Not early onset",NA,NA,NA,NA,NA
"143","T1089M",1417,"M",12,"T950M","T965F",NA,"Rab","Rab","Rod","Rod","Rod",2021-01-26,2021-05-22,3,1,"resistant? Not early onset",8,NA,NA,NA,NA
"144","T108M",265,"M",1,"5394M","5366F",NA,"Rod","Rod","Rod","Rod","Rod",2015-07-20,2015-12-08,6,3,"onset >20wks",20,20,20,NA,NA
"145","T1090F",1418,"F",12,"T974M","T1004F","T993F","Rod","Rab","Rod","Rod","Rod",2021-02-01,2021-08-17,1,1,"tail chewer",NA,NA,NA,NA,NA
"146","T1091M",1133,"M",11,"T959M","T981F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-31,2021-04-26,9,1,"onset >12wks",NA,NA,NA,NA,NA
"147","T1092M",1134,"M",11,"T959M","T981F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-31,2021-04-26,9,1,"onset >12wks",NA,NA,NA,NA,NA
"148","T1093M",1135,"M",11,"T959M","T981F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-31,2021-04-26,9,1,"onset >12wks",NA,NA,NA,NA,NA
"149","T1094M",1136,"M",11,"T959M","T981F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-31,2021-04-26,9,1,"onset> 12kws",8,8,8,NA,NA
"150","T1095M",1137,"M",11,"T959M","T981F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-31,2021-04-26,9,1,"onset> 12kws",NA,NA,NA,NA,NA
"151","T1096M",1138,"M",11,"T959M","T981F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-31,2021-04-26,9,1,"onset >12wks, probably 16wks?",8,8,8,12,NA
"152","T1097F",1139,"F",11,"T959M","T981F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-31,2021-03-24,9,1,NA,NA,NA,NA,NA,NA
"153","T1098F",1140,"F",11,"T959M","T981F",NA,"Rod","Rod","Rod","Rod","Rod",2021-01-31,2021-03-24,9,1,NA,NA,NA,NA,NA,NA
